post_id,post_date,is_published,email_sent_at,type,audience,title,subtitle,podcast_url
37368049.podcast-hexapodia-is-the-key-insight,2021-06-09T00:18:02.524Z,true,2021-06-09T00:18:02.558Z,podcast,everyone,"PODCAST: ""Hexapodia"" Is þe Key Insight XVIII: Þe Ecology of Innovation",Starring Bill Janeway; Noah Smith & Brad DeLong's 30:00 < [Length of Weekly Podcast] < 60:00,https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/c55d4914-9788-4070-9b04-afbafbf26112.mpga
37358119.document-gordon-moore-1965-cramming,2021-06-08T18:41:04.334Z,true,2021-06-08T18:41:04.387Z,newsletter,everyone,DOCUMENT: Gordon Moore (1965): Cramming More Components onto Integrated Circuits,"With unit cost falling as the number of components per circuit rises, by 1975 economics may dictate squeezing as many as 65 000 components on a single silicon chip.",
37329504.briefly-noted-for-2021-06-07-mo,2021-06-08T03:31:28.333Z,true,2021-06-08T03:31:28.640Z,newsletter,everyone,BRIEFLY NOTED: For 2021-06-07 Mo,Things that went whizzing by that I want to remember...,
37326886.document-charles-de-gaulle-appeal,2021-07-14T19:01:15.819Z,true,2021-07-14T19:01:16.006Z,newsletter,everyone,"DOCUMENT: Charles de Gaulle: Appeal of June 22, 1940",,
37326842.document-john-maynard-keynes-1938,2021-06-18T00:47:05.127Z,true,2021-06-18T00:47:05.169Z,newsletter,everyone,DOCUMENT: John Maynard Keynes (1938-02-01): Private Letter to Franklin Delano Roosevelt,Frustration and fear...,
37325897.document-john-maynard-keynes-1933,2021-06-08T00:20:06.881Z,true,2021-06-08T00:20:06.932Z,newsletter,everyone,DOCUMENT: John Maynard Keynes (1933-12-31): Open Letter to Franklin Delano Roosevelt,Desperately hoping he would pick up the baton...,
37310940.draft-lecture-notes-sub-saharan-africa,,false,,newsletter,only_paid,,,
37272138.briefly-noted-for-2021-06-06-su,2021-06-06T22:18:47.321Z,true,2021-06-06T22:18:47.535Z,newsletter,everyone,BRIEFLY NOTED: For 2021-06-06 Su,Things that went whizzing by that I want to remember...,
37205342.wory-reads-for-2021-05-28-650,2021-06-04T13:57:10.164Z,true,2021-06-04T13:57:10.203Z,newsletter,everyone,Worþy Reads: For 2021-06-04,A preview of my weekly read-around for Equitable Growth... ,
37188477.henry-george-wrestles-with-protection,2021-06-04T02:39:56.246Z,true,2021-06-04T02:39:56.447Z,newsletter,everyone,Henry George Wrestles wiþ Protection,"A keynote for the launch of the critical edition of Henry George's ""Protection or Free Trade"" ",
37140588.reading-rudyard-kipling-1897-recessional,2021-06-02T22:42:38.417Z,true,2021-06-02T22:42:38.445Z,newsletter,everyone,READING: Rudyard Kipling (1897): Recessional,"Second thoughts on late-1800s British Imperial power, on the occasion of the 60th anniversary of Queen-Empress Victoria I Hanover's ascension to the throne",
37139590.briefly-noted-for-2021-06-03-th,2021-06-03T16:31:06.554Z,true,2021-06-03T16:31:06.608Z,newsletter,everyone,BRIEFLY NOTED: For 2021-06-03 Th,Things that went whizzing by that I want to remember...,
37122784.podcast-hexapodia-xvii-what-will,2021-06-02T15:47:18.750Z,true,2021-06-02T15:47:18.876Z,podcast,everyone,"PODCAST: ""Hexapodia"" Is þe Key Insight XVII: What Will the Jobs of the Future Be Like?",Noah Smith & Brad DeLong's 30:00 < [Length of Weekly Podcast] < 60:00. We get nerdier! Be warned!,https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/fc44708c-7e48-4aa9-830e-6d7b3c1a3093.mpga
37121468.project-syndicate-xis-historic-mistake,2021-06-02T14:16:53.096Z,true,2021-06-02T14:16:53.134Z,newsletter,everyone,PROJECT SYNDICATE: Xi's Historic Mistake,"My June column, on the vital importance for China of a separate government controlling the island of Taiwan. China is not a country but rather a civilization, and so centralization is extremely...",
37095525.briefly-noted-for-2021-06-02-we,2021-06-02T13:55:58.523Z,true,2021-06-02T13:55:58.562Z,newsletter,everyone,BRIEFLY NOTED: For 2021-06-02 We,Things that went whizzing by that I want to remember...,
37054885.briefly-noted-for-2021-05-31-mo,2021-06-01T00:08:54.249Z,true,2021-06-01T00:08:54.316Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-31 Mo,Things that went whizzing by that I want to remember...,
36983365.hoisted-from-the-archives-wilmoore,2021-05-29T13:35:07.932Z,true,2021-05-29T13:35:08.061Z,newsletter,everyone,HOISTED FROM ÞE ARCHIVES: Wilmoore Kendall & Jefferson Davis vs. Harry Jaffa & Abraham Lincoln,"From 2005. Whatever else he thought, Harry Jaffa was an American at his core...",
36982125.briefly-noted-for-2021-05-29-sa,2021-05-29T12:48:54.069Z,true,2021-05-29T12:48:54.100Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-29 Sa,Things that went whizzing by that I want to remember...,
36951192.wory-reads-for-2021-05-28,2021-05-28T16:09:41.475Z,true,2021-05-28T16:09:41.538Z,newsletter,everyone,Worþy Reads: For 2021-05-28,A preview of my weekly read-around for Equitable Growth. ..,
36931971.reading-fanfic-bertram-wilberforce,2021-05-30T01:09:35.532Z,true,2021-05-30T01:09:35.578Z,newsletter,everyone,READING: FANFIC: Bertram Wilberforce “Bertie” Wooster & Lord Peter Death Bredon “Flim” Wimsey on a Post-WWI Armistice Day…,by Adina...,
36909805.reading-mark-silk-did-john-adams,2021-05-27T14:51:09.878Z,true,2021-05-27T14:51:09.946Z,newsletter,everyone,READING: Mark Silk: Did John Adams Out Thomas Jefferson & Sally Hemings?,"John Adams, Sally Hemings as ""Egeria"", and Thomas Jefferson...",
36907540.briefly-noted-for-2021-05-27-th,2021-05-27T14:22:32.580Z,true,2021-05-27T14:22:32.620Z,newsletter,everyone,"We See No Signs of a Lab-Employee Cluster, & Þt Makes þe Lab-Leak Theory Unlikely; & BRIEFLY NOTED: For 2021-05-27 Th",Things that went whizzing by that I want to remember...,
36876513.podcast-hexapodia-xvi-zombie-economic,2021-05-26T19:06:12.869Z,true,2021-05-26T19:06:12.904Z,podcast,everyone,PODCAST: Hexapodia XVI: Zombie Economic Ideas,Noah Smith & Brad DeLong's 30:00 < [Length of Weekly Podcast] < 60:00. This is our most... discursive & rambling episode; be warned!,https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/c97e8931-4ec3-44c3-8122-fbc364e6af0b.mpga
36842037.draft-lecture-notes-feminism-and,2021-05-25T23:17:18.515Z,true,2021-05-25T23:17:18.552Z,newsletter,everyone,LECTURE NOTES: Feminism & Demography,Still very interested in revising this to make it better...,
36802573.briefly-noted-for-2021-05-26-we,2021-05-26T22:58:55.871Z,true,2021-05-26T22:58:55.929Z,newsletter,everyone,I Would Not Have Thought þe Light Lifting I Ask My Machines to Do Could Fill an Intel i5...; & BRIEFLY NOTED: For 2021-05-26 We,Things that went whizzing by that I want to remember...,
36734272.subscribers-only-open-thread-for,2021-05-23T02:11:36.188Z,true,2021-05-23T02:11:36.220Z,newsletter,only_paid,SUBSCRIBERS ONLY: Open Thread for 2021-05-22...,This is a thing which seems to be working for a number of SubStacks...,
36731868.briefly-noted-for-2021-05-23-su,2021-05-23T17:48:08.377Z,true,2021-05-23T17:48:08.453Z,newsletter,everyone,An Ur-Text for Dark Satanic Millian Liberalism; & BRIEFLY NOTED: For 2021-05-23 Su,Things that went whizzing by that I want to remember...,
36729360.notes-from-an-inflation-event-from,2021-07-15T21:00:02.747Z,true,2021-07-15T21:00:02.780Z,newsletter,everyone,Notes from an Inflation Event from May... ,A not-quite-debate with Charles Goodhart,
36705220.a-non-socratic-dialogue-on-the-decline,2021-05-22T23:45:23.323Z,true,2021-05-22T23:45:23.421Z,newsletter,everyone,A Non-Socratic Dialogue on þe Decline of Milton Friedman's Influence; & BRIEFLY NOTED: For 2021-05-22 Sa,Things that went whizzing by that I want to remember...,
36683305.wory-reads-for-2021-04-21,2021-05-21T15:52:52.557Z,true,2021-05-21T15:52:52.707Z,newsletter,everyone,Worþy Reads: For 2021-05-21,A preview of my weekly read-around for Equitable Growth... ,
36662487.briefly-noted-for-2021-05-21-fr,2021-05-22T00:21:44.673Z,true,2021-05-22T00:21:44.708Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-21 Fr,Things that went whizzing by that I want to remember...,
36661520.apples-genius-nuts-chip-designers,2021-05-20T23:43:19.650Z,true,2021-05-20T23:43:19.686Z,newsletter,everyone,"Apple's GENIUS-NUTS Chip Designers & OS Programmers, ""Some Democrats""; & BRIEFLY NOTED: For 2021-05-20 Th",Things that went whizzing by that I want to remember...,
36646330.briefly-noted-for-2022-01-14-fr,2022-01-14T17:44:51.992Z,true,2022-01-14T17:44:52.077Z,newsletter,everyone,BRIEFLY NOTED: For 2022-01-14 Fr,"Good Federal Reserve Nominees, Hexapodia Podcast on Inflation, & Other Topics...",
36644974.reading-john-lippert-on-the-idiocy,2021-05-20T15:01:47.873Z,true,2021-05-20T15:01:47.907Z,newsletter,everyone,READING: John Lippert on þe Idiocy of þe Chicago School in Late 2008,No. There is neither a transcript nor a video nor an audio of John Cochrane's 2008 CRISP Forum keynote at the Gleacher Center. It appears to have been deep-sixed. All we have of it appears to be...,
36602069.reading-from-2005-general-discussion,2021-05-19T15:17:09.026Z,true,2021-05-19T15:17:09.281Z,newsletter,everyone,READING: From 2005: General Discussion: Has Financial Development Made þe World Riskier?,"Jackson Hole in 2005: The ""unremitting attack""—as Alan Blinder characterized it—on Raghu Rajan's warnings of financial instability and mistrust of the neoliberal market-financial order",
36575777.podcast-hexapodia-xv-no-bullshit,2021-05-19T00:14:37.064Z,true,2021-05-19T00:14:37.120Z,podcast,everyone,"PODCAST: Hexapodia XV: No-Bullshit Democracy, Starring Henry Farrell",Noah Smith & Brad DeLong's 30:00 < [Length of Weekly Podcast] < 60:00,https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/599997cb-f7ae-4c84-be31-55cfe6875732.mpga
36568271.delongtoday-china-iii-china-policy,2021-05-18T19:32:13.350Z,false,,newsletter,only_paid,DeLongTODAY: China III: China Policy,The third and final tranche of my series on China. 2021-05-18,
36532157.briefly-noted-for-2021-05-19-we,2021-05-20T02:49:06.763Z,true,2021-05-20T02:49:06.817Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-19 We,Things that went whizzing by that I want to remember...,
36416764.interview-inflation-concerns-in-the-0b5,2021-05-14T14:35:38.811Z,true,,podcast,everyone,INTERVIEW: Inflation Concerns in þe US Following Secretary Treasury Janet Yellen's...,An 11 minute IN FOCUS interview for tbs eFM in Korea...,https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/6cf11ac7-68e4-41ea-b139-6a4d39bb8766.mpga
36395879.briefly-noted-for-2021-05-17-mo,2021-05-18T02:18:44.340Z,true,2021-05-18T02:18:44.380Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-17 Mo,Things that went whizzing by that I want to remember...,
36395864.briefly-noted-for-2021-05-16-su,2021-05-16T22:57:12.890Z,true,2021-05-16T22:57:12.952Z,newsletter,everyone,Cory Doctorow on How Weblogging Made His Brain What It Is Today; & BRIEFLY NOTED: For 2021-05-16 Su,Things that went whizzing by that I want to remember...,
36395831.reading-review-of-richard-evans-lying,2021-05-14T00:27:45.612Z,true,2021-05-14T00:27:45.663Z,newsletter,everyone,"HOISTED FROM ÞE ARCHIVES: Review of Richard Evans: ""Lying About Hitler""",I always wish I had done something more with this... ,
36379128.wory-reads-from-2021-05-07-444,2021-05-14T13:30:57.679Z,true,2021-05-14T13:30:57.735Z,newsletter,everyone,WORÞY READS: from 2021-05-14,A preview of my weekly read-around for the Washington Center for Equitable Growth... ,
36315935.podcast-hexapodia-xiv-the-capital,2021-05-12T04:33:31.783Z,true,2021-05-12T04:33:31.823Z,podcast,everyone,PODCAST: Hexapodia XIV: Þe Capital Gains Tax,Noah Smith & Brad DeLong's 30:00 < [Length of Weekly Podcast] < 60:00,https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/2155b737-1ace-4e4a-a6cd-6946b2b5845f.mpga
36177890.briefly-noted-for-2021-05-13-th,2021-05-14T01:05:12.818Z,true,2021-05-14T01:05:12.863Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-13 Th,Things that went whizzing by that I want to remember...,
36177882.briefly-noted-for-2021-05-12-we,2021-05-12T14:27:48.591Z,true,2021-05-12T14:27:48.632Z,newsletter,everyone,"BRIEFLY NOTED: For 2021-05-12 We; + A Guess at the State of þe Plague in India, & þe Right-Wing Long Con",Things that went whizzing by that I want to remember...,
36177881.briefly-noted-for-2021-05-11-tu,2021-05-11T14:37:43.935Z,true,2021-05-11T14:37:44.029Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-11 Tu,Things that went whizzing by that I want to remember...,
36177879.briefly-noted-for-2021-05-10-mo,2021-05-10T16:06:31.584Z,true,2021-05-10T16:06:33.424Z,newsletter,everyone,"BRIEFLY NOTED: For 2021-05-10 Mo, & Anti-Anti Tory Little-Englandism",Things that went whizzing by that I want to remember...,
36177876.briefly-noted-for-2021-05-09-su,2021-05-09T13:57:10.713Z,true,2021-05-09T13:57:10.780Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-09 Su,Things that went whizzing by that I want to remember...,
36173453.briefly-noted-for-2021-05-08-sa,2021-05-08T04:32:24.599Z,true,2021-05-08T04:32:24.661Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-08 Sa,Things that went whizzing by that I want to remember...,
36157908.wory-reads-from-2021-05-07,2021-05-07T16:05:24.440Z,true,2021-05-07T16:05:24.480Z,newsletter,everyone,WORÞY READS: from 2021-05-07,A preview of my weekly read-around for the Washington Center for Equitable Growth... ,
36136127.hexapodia-basecamp,,false,,newsletter,only_paid,,,
36093097.briefly-noted-for-2021-05-07-fr,2021-05-07T22:12:02.037Z,true,2021-05-07T22:12:02.087Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-07 Fr,Things that went whizzing by that I want to remember...,
36081217.project-syndicate-is-e-us-economy,2021-05-05T18:40:12.910Z,true,2021-05-05T18:40:12.953Z,newsletter,everyone,PROJECT SYNDICATE: Is þe US Economy Recovering or Overheating?,,
36041427.podcast-hexapodia-xiii-mandated-interoperability,2021-05-04T19:36:44.420Z,true,2021-05-04T19:36:44.463Z,podcast,everyone,"PODCAST: Hexapodia XIII: ""Mandated Interoperability"": We Can't Make It Work, or Can We?",With Cory Doctorow; Noah Smith & Brad DeLong's 30:00 < [Length of Weekly Podcast] < 60:00,https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/34969058-85e3-4778-a294-5ad6aabc4100.mpga
35972060.delongtoday-china-ii-china-stands,,false,,newsletter,only_paid,,,
35886843.briefly-noted-for-2021-05-05-we,2021-05-06T02:31:41.380Z,true,2021-05-06T02:31:41.422Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-05 We,Things that went whizzing by that I want to remember...,
35859125.hoisted-from-the-archives-five-books,2021-05-02T02:20:30.402Z,true,2021-05-02T02:20:30.454Z,newsletter,everyone,HOISTED FROM ÞE ARCHIVES: Five Books on þe Classical Economists (2020-09-29),"This, I thought, was an interview that turned out very well...",
35856321.lessons-from-the-new-deal-2009-03,2021-05-01T23:18:32.103Z,true,,newsletter,everyone,HOISTED FROM ÞE ARCHIVES: Lessons from þe New Deal (2009-03-31),My testimony before Sen. Sherrod Brown's subcommittee...,
35823707.briefly-noted-for-2021-05-03-su,2021-05-02T17:55:36.890Z,true,2021-05-02T17:55:36.922Z,newsletter,everyone,BRIEFLY NOTED: For 2021-05-02 Su,Things that went whizzing by that I want to remember...,
35816501.draft-this-years-inflation-skidmarks,2021-04-30T15:04:07.877Z,true,2021-04-30T15:04:07.910Z,newsletter,everyone,"SUBSCRIBERS ONLY: Þis Year's Inflation: Skidmarks, Not Blowouts—DRAFT",A draft of my next column for Project Syndicate... ,
35811472.wory-reads-from-2021-04-30,2021-04-30T14:06:36.273Z,true,2021-04-30T14:06:36.352Z,newsletter,everyone,WORÞY READS: From 2021-04-30,A preview of my weekly read-around for the Washington Center for Equitable Growth... ,
35793984.briefly-noted-for-2021-04-30-fr,2021-04-30T21:53:07.671Z,true,2021-04-30T21:53:08.070Z,newsletter,everyone,BRIEFLY NOTED: For 2021-04-30 Fr,Things that went whizzing by that I want to remember...,
35729251.podcast-hexapodia-xii-the-cambridge,2021-04-28T14:58:28.428Z,true,2021-04-28T14:58:28.510Z,podcast,everyone,PODCAST: Hexapodia XII: Þe Cambridge Capital Controversy,"By Noah Smith & Brad DeLong: Joan Robinson to Bob Solow: ""I would not be unkind if you would not be pig-headed...""",https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/93a3d8ba-02cc-4a4d-b5e8-1ce2d90ee124.mpga
35706863.briefly-noted-for-2021-04-29-th,2021-04-30T02:49:37.336Z,true,2021-04-30T02:49:37.369Z,newsletter,everyone,BRIEFLY NOTED: For 2021-04-29 Th,Things that went whizzing by that I want to remember...,
35618822.reading-macfarquhar-1992-dengs-last,2021-04-26T02:26:27.844Z,true,,newsletter,everyone,READING: MacFarquhar (1992): Deng’s Last Campaign,"MacFarquhar's final prediction turned out to be true: ""Communism in China... end[ed] not with a bang but a whimper""",
35541185.briefly-noted-for-2021-04-27-tu,2021-04-28T00:10:23.608Z,true,2021-04-28T00:10:23.642Z,newsletter,everyone,BRIEFLY NOTED: For 2021-04-27 Tu,Things that went whizzing by that I want to remember...,
35533460.wory-reads-from-2021-04-23,2021-04-23T18:23:46.164Z,true,2021-04-23T18:23:46.215Z,newsletter,everyone,WORÞY READS: from 2021-04-23,A preview of my weekly read-around for the Washington Center for Equitable Growth... ,
35491438.briefly-noted-for-2021-04-23-fr,2021-04-23T19:38:10.540Z,true,2021-04-23T19:38:10.740Z,newsletter,everyone,BRIEFLY NOTED: For 2021-04-23 Fr,Things that went whizzing by that I want to remember...,
35488538.reading-john-stuart-mill-of-the-stationary,2021-04-22T15:21:50.284Z,true,2021-04-22T15:21:50.409Z,newsletter,everyone,READING: John Stuart Mill: Of the Stationary State,Malthusian ideas as a fundamentalism are a helluva drug...,
35483648.crimson-connections-shleifer-and,2021-04-22T14:04:22.725Z,true,,newsletter,everyone,PODCAST: Crimson Connections: Shleifer & DeLong,A conversation we did for the Harvard Crimson...,
35442101.podcast-hexapodia-xi-china-its-industrial,2021-04-21T17:47:51.096Z,true,2021-04-21T17:47:51.132Z,podcast,everyone,"PODCAST: Hexapodia XI: China: Its Industrial Policy, & Its Striving for Deweaponized Autarchy","With special guest Dan Wang, & with Noah Smith & Brad DeLong",https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/75db5164-34a6-4876-9f7f-f0b91ebb568d.mpga
35407858.a-personal-ulp-moment-giving-a-guest,2021-04-21T00:43:59.667Z,true,2021-04-21T00:43:59.782Z,newsletter,everyone,"A Personal ""ULP!"" Moment: Giving a Guest Lecture on Budgeting & Macro Policy","Now I have a whole extra talk to write up, from slides that are not very good as far as notes are concerned... ",
35292426.carl-von-clausewitz-on-war-friction,2021-04-18T14:26:35.407Z,true,2021-04-18T14:26:35.443Z,newsletter,everyone,"READING: Carl von Clausewitz: ""On War"": Friction",Everything is very simple... but the simplest thing is difficult... movement in a resistant medium...,
35291202.briefly-noted-for-2021-04-19-mo,2021-04-22T16:31:01.611Z,true,2021-04-22T16:31:01.652Z,newsletter,everyone,BRIEFLY NOTED: For 2021-04-22 Th,Things that went whizzing by that I want to remember...,
35268592.reading,2021-04-17T17:58:18.483Z,true,2021-04-17T17:58:18.563Z,newsletter,everyone,"READING: Eisenhower: ""Their Number Is Negligible & They Are Stupid...""","Eisenhower on the ""rollback the New Deal"" Republican faction of his day...",
35190832.i-do-not-see-overheating-this-year,2021-04-15T13:11:31.420Z,true,2021-04-15T13:11:31.462Z,newsletter,everyone,"I Do Not See ""Overheating"" This Year...",,
35170839.briefly-noted-for-2021-04-18-su,2021-04-18T13:55:16.037Z,true,2021-04-18T13:55:16.073Z,newsletter,everyone,BRIEFLY NOTED: For 2021-04-18 Su,Things that went whizzing by that I want to remember...,
35135269.podcast-hexapodia-x-global-warming,2021-04-14T14:22:51.584Z,true,2021-04-14T14:22:51.660Z,podcast,everyone,PODCAST: Hexapodia X: Global Warming,"Noah Smith & Brad DeLong, with Zeke Hausfather: Fifteen years ago ""solar power"" was going to be burning switchgrass in a closed-carbon cycle... Technology is the sauce... Global leadership will...",https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/c33bfd1c-7ef5-4b1b-909b-c2ca3db2f1ca.mpga
35124454.first-in-person-office-hours-since,2021-04-13T21:34:11.411Z,true,2021-04-14T14:52:03.148Z,newsletter,everyone,"In-Person Office Hours, & BRIEFLY NOTED: for 2021-04-13","First since the plague began, 2021-04-13 Tu 14:00-16:00 PDT, & things that went whizzing by that I want to remember",
35086756.briefly-noted-for-2021-04-15-th,2021-04-15T00:21:02.900Z,true,2021-04-15T00:21:02.935Z,newsletter,everyone,BRIEFLY NOTED: For 2021-04-15 Th,Things that went whizzing by that I want to remember...,
35070751.our-economists-letter-on-the-need,2021-04-12T16:49:39.112Z,true,2021-04-12T16:49:39.147Z,newsletter,everyone,Our Economists' Letter on þe Need for Public Investment,"We need this stuff, badly...",
35034175.note-to-self-teaching-a-whole-courses,2021-04-11T19:20:10.544Z,true,2021-04-11T19:20:10.682Z,newsletter,everyone,NOTE TO SELF: TEACHING: A Whole Course's Worth of Reading on Really-Existing Socialism,"As it really existed. My reaction to teaching one week on ""Behind the Iron Curtain"" was that I wish I could teach a whole seminar course on it... ",
35032949.east-asian-miracles-intro-video,2021-04-11T18:01:12.652Z,true,,newsletter,everyone,East Asian Miracles: Intro Video,Econ 135 :: History of Economic Growth: 5.5.1,
35003143.reading-rajiv-sethi-starts-with-ta,2021-04-10T16:51:07.207Z,true,2021-04-10T16:51:07.270Z,newsletter,everyone,"READING: Rajiv Sethi Starts wiþ Ta-Nehisi Coates, & þen Brings in Ralph Ellison to Riff on Claiming Ancestors",Reminding me of a brilliant piece by the godlike TNC...,
34999177.hoisted-from-the-archives-2015-the,2021-04-10T13:39:23.682Z,true,2021-04-10T13:39:23.758Z,newsletter,everyone,HOISTED FROM ÞE ARCHIVES (2015): Þe Monetarist Mistake,The inadequate response to the Great Recession reflected policymakers’ then-acceptance of Friedman’s analysis of the Great Depression which had little to do with evidence...,
34975902.delongtoday-inflation-as-the-principal,2021-04-10T02:26:40.724Z,true,2021-04-10T02:26:40.758Z,newsletter,everyone,DeLongTODAY: Inflation as þe Principal Risk? I Do Not See It…,A preview of my weekly briefing for the Leigh Bureau...,
34925512.briefly-noted-for-2021-04-12-mo,2021-04-13T02:52:02.357Z,true,2021-04-13T02:52:02.511Z,newsletter,everyone,BRIEFLY NOTED: For 2021-04-12 Mo,Things that went whizzing by that I want to remember...,
34924914.briefly-noted-for-2021-04-09-fr,2021-04-09T20:09:23.074Z,true,2021-04-09T20:09:23.116Z,newsletter,everyone,BRIEFLY NOTED: For 2021-04-09 Fr,Things that went whizzing by that I want to remember...,
34924834.wory-reads-for-2021-04-16,2021-04-16T19:22:23.264Z,true,2021-04-16T19:22:23.310Z,newsletter,everyone,WORÞY READS: For 2021-04-16,A preview of my weekly read-around for the Washington Center for Equitable Growth... ,
34923021.wory-reads-from-2021-04-08,2021-04-09T15:13:55.542Z,true,2021-04-09T15:13:55.580Z,newsletter,everyone,WORÞY READS: from 2021-04-08,A preview of my weekly read-around for the Washington Center for Equitable Growth... ,
34891370.briefly-noted-for-2021-04-08-th,2021-04-08T22:24:22.263Z,true,2021-04-08T22:24:22.411Z,newsletter,everyone,BRIEFLY NOTED: For 2021-04-08 Th,Things that went whizzing by that I want to remember...,
34872743.podcast-hexapodia-ix-banishing-extreme,2021-04-07T15:28:52.228Z,true,2021-04-07T15:28:52.282Z,podcast,everyone,PODCAST: Hexapodia IX: Banishing Extreme Poverty from þe World,"by Noah Smith & Brad DeLong: Key insights: Hexapodia!, of course. Banishing extreme poverty—which we have not done—is not a victory, but would, rather, be the ending of a long defeat. Jason Hickel... ",https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/9c1238c6-bac9-40de-bb5f-678b86db7d6d.mpga
34848328.hoisted-from-the-archives-the-lighting,2021-04-06T23:27:51.985Z,true,2021-04-06T23:27:52.021Z,newsletter,everyone,HOISTED FROM ÞE ARCHIVES: Þe Lighting Budget of Thomas Jefferson,"Jefferson spent 7% of his Secretary-of-State salary on artificial illumination. For the same share of our income, we can consume 75,000 times as much illumination as Jefferson could in his day...",
34795386.hoisted-from-the-archives-2013-introduction,2021-04-05T14:04:17.085Z,true,2021-04-05T14:04:17.122Z,newsletter,everyone,HOISTED FROM ÞE ARCHIVES: 2013 Introduction to Kindleberger: The World in Depression,Barry J. Eichengreen & J. Bradford DeLong,
34767836.subscribers-open-thread-for-2021,2021-04-04T14:10:16.637Z,true,2021-04-04T14:10:16.674Z,newsletter,only_paid,SUBSCRIBERS: Open Thread for 2021-04-04...,This is a thing which seems to be working for a number of SubStacks...,
34750065.briefly-noted-for-2021-04-07-su,2021-04-08T02:16:40.530Z,true,2021-04-08T02:16:40.576Z,newsletter,everyone,BRIEFLY NOTED: for 2021-04-07 We,Things that went whizzing by I want to be sure to remember...,
34748305.starting-april-2021,,false,,newsletter,only_paid,,,
34738408.reading-seneca-vs-posidonius-on-whether,2021-04-03T15:22:45.309Z,true,2021-04-03T15:22:45.343Z,newsletter,everyone,READING: Seneca vs. Posidonius on Wheþer Technology Is Philosophy,"Posidonius for, Seneca against; it is a pity that the monks erased all the surviving manuscripts of Posidonius: he sounds like somebody it would have been good to get to know, virtually—an urban...",
34736742.lucius-annaeus-seneca-minor-64-moral,2021-04-03T14:38:58.259Z,true,2021-04-03T14:38:58.313Z,newsletter,everyone,READING: Lucius Annaeus Seneca Minor (64): Moral Letters to Lucilius 90: On þe Part Played by Philosophy in þe Progress of Man,Technological advance the business of the lowest grade of slaves; desire for technological advance the result of making your body your master rather than your servant; and other topics...,
34691601.delongtoday-biden-building-back-better,2021-04-02T23:15:48.772Z,true,2021-04-02T23:15:48.810Z,newsletter,everyone,DeLongTODAY: Biden Building Back Better: Will It Work?,My initial thoughts on the second of the three tranches of Biden's 100-days program...,
34668752.reading-from-peter-s-beagle-the-folk,2021-04-03T02:03:54.533Z,true,2021-04-03T02:03:54.611Z,newsletter,everyone,READING: From Peter S. Beagle: Þe Folk of þe Air,She disrespected an African emperor of the 1300s!,
34666859.briefly-noted-for-2021-04-03-sa,2021-04-03T20:15:39.581Z,true,2021-04-03T20:15:39.616Z,newsletter,everyone,BRIEFLY NOTED: for 2021-04-03 Sa,Things that went whizzing by that I want to remember...,
34573487.podcast-hexapodia-viii-the-china,2021-03-31T04:39:33.760Z,true,2021-03-31T04:39:33.794Z,podcast,everyone,PODCAST: Hexapodia VIII: Þe China Syndrome!,"Five key insights: Hexapodia!, of course. Also: listen to Dan Wang & to Barry Eichengreen, China's slowing migration to the coast looks like a significant error, & China looks not that different... ",https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/66b8fbb4-0a0e-4cd0-b2a9-1ef0b217dfe8.mpga
34558318.private-students-only-spring-2021,2021-03-30T19:20:03.661Z,true,,newsletter,only_paid,PRIVATE (STUDENTS ONLY): Spring 2021 Econ 115 Zoom Sessions...,"Actually, not for subscribers—just for me and for students...",
