post_id,post_date,is_published,email_sent_at,type,audience,title,subtitle,podcast_url
101930054.how-e-long-20th-century-transformed,2023-02-09T22:29:52.047Z,true,2023-02-09T22:29:52.217Z,newsletter,everyone,How þe Long 20th Century Transformed þe World; & BRIEFLY NOTED: For 2023-02-09 Th,"My audio podcast & the transcript from ""Hub Dialogues"". I was interviewed by Sean Speer. But you should also listen to Martin Wolf talking about his brand-new book, ""The Crisis of Democratic Capit...",
101698724.industrial-policy-from-engels-to,2023-02-08T18:54:52.337Z,true,2023-02-08T18:54:52.542Z,newsletter,everyone,"Industrial Policy: From Engels to Eisenhower, & Beyond","For Promarket: 2023-02-07: The only truly live argument in Schultze’s ""Industrial Policy: A Dissent"" is: ""It is not possible in the American political system...",
101535115.review-malthusian-economy,,false,,newsletter,only_paid,,,
101415317.day-6-lecture-notes-24-slow-pace,2023-02-07T14:50:12.508Z,true,,newsletter,everyone,DAY 6: LECTURE NOTES: 2.4. Slow Pace of Innovation & Discovery Before Modern Economic Growth,,
101236612.microblogging-gillian-tett-carmen,2023-02-06T15:57:09.842Z,true,2023-02-06T15:57:10.009Z,newsletter,everyone,"MICROBLOGGING: Gillian Tett, Carmen Reinhart, Peter Schiff, & Brad DeLong on IAI.TV Talking About: QE in Retrospect","From þe Chat, & of þe Moment… Things worth noting, but much too short to be worth a full post...",
101203174.podcast-hexapodia-is-e-key-insight-c8b,2023-02-06T14:12:21.137Z,true,2023-02-06T14:12:21.280Z,podcast,everyone,PODCAST: “Hexapodia” is þe Key Insight! XLVII: “Polycrisis” Was Just the New Cold War All the Time!,"Friend-Shoring, Decoupling, & Deglobalization Edition; Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Semi-Weekly; Aspirationally an hour or less...",
101056822.revisited-how-worried-should-we-be,2023-02-07T19:46:31.634Z,true,2023-02-07T19:46:31.852Z,newsletter,everyone,REVISITED: How Worried Should We Be About Rising Inflation?; & BRIEFLY NOTED: For 2023-02-07 Tu,"Looking back on my debate late last summer with Josh Hausman on whether controlling U.S. inflation is likely to require a substantial recession. At the time, the most ground that I could give was...",
100935822.video-e-market-giveth-e-market-taketh,2023-02-05T14:52:25.594Z,true,2023-02-05T14:52:25.798Z,newsletter,everyone,VIDEO: Þe Market Giveth; Þe Market Taketh Away: Blessed Be þe Name of þe Market?; & BRIEFLY NOTED: For 2023-02-05 Su,,
100907899.brad-delong-flies-his-orthodox-engelsist,2023-02-04T22:14:32.298Z,true,2023-02-04T22:14:32.485Z,newsletter,everyone,Brad DeLong Flies His Orthodox Engelsist Freak Flag on Transformations in þe Mode of Production; & BRIEFLY NOTED: For 2023-02-04 Sa,"A Non-Platonic Twitter Dialogue: In a Better World than This, This Is What Twitter Would Have Been Used for: Bhandari, DeLong, Riley, et al.; Martin Wolf; Mike Konczal; Very Briefly Noted; & ¶s",
100293926.draft-for-my-february-project-syndicate,2023-02-01T18:32:06.527Z,true,2023-02-01T18:32:06.679Z,newsletter,only_paid,DRAFT: For My February Project Syndicate Column...,"New Deal Order, Neoliberalism, Neofascism, Oligarchic Kleptocrism—which of these are live political-economic options for the future. This column draft is not (yet) where I want it to be, so I am...",
100104619.utopia-or-bust-and-briefly-noted,2023-02-03T14:53:12.977Z,true,2023-02-03T14:53:13.148Z,newsletter,everyone,"Utopia or Bust?, & BRIEFLY NOTED: For 2023-02-03 Fr","Project Syndicate column, finally using this microprocessor, Joshua Rothman on the Upper-Lower South slave trade, Krugman, Wolf, Duy, Rogoff, Brainard, Pueyo, Baldwin, Karpf, Harrison, Harrison...",
99698026.e-meaning-of-1870-e-year-everything,2023-01-30T00:44:28.699Z,true,,newsletter,everyone,Þe Meaning of 1870: Þe Year Everything Changed,"For ""The International Economy"", Fall 2022 issue; an excerpt from ""Slouching Towards Utopia: Þe Economic History of þe 20th Century""",
99484155.five-things-and-briefly-noted-for,2023-01-30T23:35:32.685Z,true,2023-01-30T23:35:32.869Z,newsletter,everyone,"Five Things, & BRIEFLY NOTED: For 2023-01-30 Mo","My disappointment wiþ þe Biden administration’s failure to revoke Trump’s China tariffs... ""friendshoring""... wisdom in ""Source of Soviet Conduct""... narrow & deep flaws in neoliberalism... little...",
99285864.briefly-noted-for-2023-01-29-su,2023-01-29T15:32:03.312Z,true,2023-01-29T15:32:03.432Z,newsletter,everyone,BRIEFLY NOTED: For 2023-01-29 Su,"Michael DeLong on Insurance, Racism, & More... Þt Nick Bostrom Email... North, Gruber, Saraiva, Linker, Aquino, Valdenez-Depena, Doctorow, Pollard, Tomasky, Potter, Kaminska, Foner, Drezner, Ball...",
99254519.slides-for-day-2-of-the-graduate,2023-01-27T14:51:30.565Z,true,,newsletter,everyone,Slides for Day 2 of þe Graduate Economic History Course...,"Econ 210a: Technological roots of economic growth; major features of eagle's-eye human economic history; near-stasis; ice-breaking; explosion; what next?; Kremer, Finley, Henderson et al....",
99176295.learning-from-past-fights-with-inflation,2023-01-27T17:46:21.201Z,true,2023-01-27T17:46:21.327Z,newsletter,everyone,Learning From Past Fights wiþ Inflation,"Brad DeLong & Ray Suarez talk on Ray's ""Shifting Ground"" podcast about the current and past fights with inflation: ""You really don't complain about leaving rubber on the road when you rejoin the...",
99161449.day-5-lecture-notes-23-inequality,2023-01-26T20:46:15.783Z,true,,newsletter,everyone,DAY 5: LECTURE NOTES: 2.3. Inequality & Domination Before Modern Economic Growth,,
98735318.basic-books-uk-runs-a-joint-social,2023-01-27T18:31:28.117Z,true,2023-01-27T18:31:28.271Z,newsletter,everyone,"Basic Books UK Runs a Joint Social-Media Promotion!, & BRIEFLY NOTED: For 2022-01-27 Fr","Trying to strengthen their Twitter game! Follow @BasicBooksUK and retweet! Very much worth doing, if there is going to be a Twitter in a year!... Learning from Past Fights with Inflation.... Lean...",
98538729.toward-a-theory-of-the-natural-rate,2023-01-24T14:50:33.148Z,true,2023-01-24T14:50:33.279Z,newsletter,everyone,"Toward a Theory of þe Natural Rate of Inflation, & BRIEFLY NOTED: For 2023-01-23 Mo",Some sense of how much our “reopening” and now our “attack on Ukraine” supply shocks have raised the natural rate of inflation over the past two years would have been a great help in understanding...,
98370115.econ-135-s-2023-week-3-days-4-and,,false,,newsletter,only_paid,,,
98368785.technological-progress-before-the,,false,,newsletter,only_paid,,,
98119644.draft-the-first-inflation-problem,2023-01-21T18:49:10.570Z,true,2023-01-21T18:49:10.674Z,newsletter,only_paid,DRAFT: Þe First Inflation Problem of þe 21st Century,"As of 2023-01-20: My guesses as to the form and shape of the inflation process currently going on in the United States, and my guesses as to the proper stance of monetary policy right now. A draft...",
97755697.microblogging-caffeine-debt-spiral,2023-01-19T20:00:50.320Z,true,2023-01-19T20:00:50.432Z,newsletter,everyone,"MICROBLOGGING: Caffeine Debt Spiral, & Þe FOMC Inches Toward “Þe Beatings Will Continue Until Morale Improves”","From þe Chat, & of þe Moment… Things worth noting, but much too short to be worth a full post sent to someone's email inbox, þt þey þen must deal wiþ some way or another.",
97704726.west-north-atlantic-or-dover-circle,2023-01-21T14:45:37.496Z,true,2023-01-21T14:45:37.602Z,newsletter,everyone,"“West”, “North Atlantic”, or “Dover Circle-Plus”?, & BRIEFLY NOTED: For 2023-01-21 Sa","“West” or “Dover Circle-Plus”? A student asked me why, in my lectures earlier this week, I kept on referring to the “North Atlantic” rather than the “Western” economies. Why did I use the first rat...",
97543056.draft-day-4-lecture-notes-efflorescences,2023-01-19T12:19:58.579Z,true,,newsletter,everyone,DAY 4: LECTURE NOTES: 2.2. Efflorescences & Dark Ages in þe Agrarian Age,,
97508411.slides-for-day-1-of-the-graduate,2023-01-18T16:33:42.517Z,true,2023-01-18T16:33:42.680Z,newsletter,everyone,Slides for Day 1 of þe Graduate Economic History Course...,Econ 210a: preliminaries; paper & participation; utility of economic history for the non-history oriented economist; the long-term structure of human economic history; as much technological advance...,
97165316.lecture-notes-basecamp-page,2023-01-17T01:53:11.078Z,true,,newsletter,everyone,Lecture Notes Basecamp Page,,
97119374.lecture-notes-lessons-from-simulating,2023-01-17T23:56:10.866Z,true,2023-01-17T23:56:10.993Z,newsletter,everyone,LECTURE NOTES: Lessons from Simulating a Malthusian Economy,"Uses of math, & limits of knowledge... Attempting to solve the C.P. Snow ""two cultures"" problem... The systemic parts of a Malthusian economy are (a) stagnant living standards, and (b) population...",
96972901.martin-luther-king-jr-letter-from,2023-01-16T02:58:25.805Z,true,2023-01-16T02:58:25.916Z,newsletter,everyone,"Martin Luther King, Jr.: Letter from Birmingham Jail","My Dear Fellow Clergymen: While confined here in the Birmingham city jail, I came across your recent statement calling my present activities ""unwise and untimely."" Seldom do I pause to answer...",
96942492.808,,false,,newsletter,only_paid,,,
96914847.readings-for-econ-135-s-2023-history,2023-01-15T20:38:32.688Z,true,,newsletter,everyone,Readings for Econ 135 S 2023: History of Economic Growth,,
96890183.on-re-meeting-bcourses-uc-berkeleys,2023-01-24T22:45:59.522Z,true,2023-01-24T22:45:59.629Z,newsletter,everyone,"On Re-Meeting bCourses, UC Berkeley’s CMS, & BRIEFLY NOTED: For 2023-01-24 Tu",When I run into systems that get in my way relative to systems that I remember having decades ago… What I want the webpage to look like... I would prefer to use John Gruber’s wonderful Markdown...,
96765548.hobbist-and-lockeian-underlying-assumptions,2023-01-15T15:07:47.432Z,true,2023-01-15T15:07:47.544Z,newsletter,everyone,"Hobbist & Lockeian Underlying Assumptions, & Adam Smith Thought, & BRIEFLY NOTED: for 2023-01-15 Su","Last Friday we had our semester-opening N2PE event “The Market Giveth, the Market Taketh Away: Blessed Be the Name of the Market?”—the Glory Liu ""Adam Smith’s America"", Jake Soll ""Free Market, Brad...",
96686922.extra-readings,,false,,newsletter,only_paid,,,
96686299.day-3-lecture-notes-the-logic-of,2023-01-19T11:24:49.869Z,true,,newsletter,everyone,DAY 3: LECTURE NOTES: 2. Ensorcelled by þe Devil of Malthus: 2.1. Þe Logic of þe Malthusian Economy,DRAFT lecture notes for the spring 2023 instantiation of UC Berkeley Econ 135: The History of Economic Growth: Population is an increasing function of income; income is an increasing function of re...,
96292403.it-is-harmful-to-my-psychological,2023-01-13T18:53:50.358Z,true,2023-01-13T18:53:50.618Z,newsletter,everyone,"It Is Harmful to My Psychological Health for Me to Read David Brooks, & BRIEFLY NOTED for 2023-01-13 Fr",David Brooks says (I paraphrase): I did not do my job. I have not been doing my job for twenty years. Yet I do not apologize for drawing my paycheck & hanging on to my job...,
96267577.republicans-say-democrats-must-be,2023-01-12T15:05:13.717Z,true,2023-01-12T15:05:13.828Z,newsletter,everyone,"Republicans Say: Democrats Must Be Responsible, & So Give Us an Advantageous Campaign Issue, & BRIEFLY NOTED","The Debt Ceiling, &: Alternate Brads, & more; including Damned if I can understand why anyone looks at Hakeem Jeffries and Kevin McCarthy and has any problem figuring out who would be a better Speaker",
96132399.chat-gpt-what-is-it-good-for-and,2023-01-11T21:29:04.691Z,true,2023-01-11T21:29:04.829Z,newsletter,everyone,"Chat-GPT: What Is It Good For?, & BRIEFLY NOTED","For 2023-01-11 We: I think my assessment is going to be something like this: an occasionally hallucinatory conventional-wisdom generator. After all, what else could it possibly be?...",
96094107.playing-wi-chat-gpt,2023-01-11T18:59:31.054Z,true,,newsletter,everyone,Playing wiþ Chat-GPT,"What might it be good for? Chat-GPT looks back at up to 4000 tokens (maybe 3000 words?) in the prompt(s), and then, probabilistically, it selects the next token to output. It was trained on half...",
95845054.podcast-hexapodia-is-e-key-insight-922,2023-01-10T19:26:24.881Z,true,2023-01-10T19:26:25.019Z,podcast,everyone,"PODCAST: “Hexapodia” is þe Key Insight! XLVI: Þe One Where We Talk About Everything, wiþ Special Guest Miles Kimball ","Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Semi-Weekly; Aspirationally an hour or less. Key Insights: 1. Yes, it is possible...",
95685285.utopia-and-its-enemies-thomas-robert,2023-01-10T13:54:20.442Z,true,2023-01-10T13:54:20.647Z,newsletter,everyone,Utopia & Its Enemies: Thomas Robert Malthus,"In which I digress to answer a question from Matthew Yglesias: Is Thomas Robert Malthus’s argument original, or did it go viral because it was written at the moment it was going wrong? Answer: Yes...",
95656490.briefly-noted-for-2023-01-09-mo,2023-01-09T17:49:34.420Z,true,2023-01-09T17:49:34.524Z,newsletter,everyone,BRIEFLY NOTED: For 2023-01-09 Mo,Things Þt Went Whizzing by… MUST-READ: Jonathan Sperber’s The Age of Interconnection. ONE IMAGE: Elon Musk Did Nazi This Coming! ONE VIDEO: Christy Romer’s Presidential Address. Very Briefly Noted...,
95337582.reading-victor-serge-1938-1938-preface,2023-01-08T01:01:18.631Z,true,,newsletter,everyone,"READING: Victor Serge (1938): 1938 Preface to “Year One of the Russian Revolution""","One of the last of the Old Bolsheviks to survive, and still be speaking: ""Of the outstanding men whose names appear in the pages of this book, only one survives: Trotsky, hunted for nearly ten years..",
95274192.draft-preliminary-history-oriented,2023-01-07T16:32:37.983Z,true,2023-01-07T16:32:38.120Z,newsletter,everyone,DRAFT: Preliminary History-Oriented Throat-Clearing on American Industrial Policy,"Trying to write something about CHIPS, IRA, and American industrial policy. But so far the only thing that has jelled has been the history-oriented preliminary throat-clearing: Back in the 1840s...",
95098184.microblogging-so-it-looks-to-me-like,2023-01-06T18:14:15.930Z,true,2023-01-06T18:14:16.014Z,newsletter,everyone,"MICROBLOGGING: Semester-Launch Virtual Event: Liu, Soll, DeLong: ""The Market Giveth; The Market Taketh Away: Blessed Be the Name of the Market?: From Cicero to Mitch McConnell, via Adam Smith""","From þe Chat, & of þe Moment… Things worth noting, but much too short to be worth a full post sent to someone's email inbox, þt þey þen must deal wiþ some way or another.",
94921762.briefly-noted-for-2022-01-06-fr,2023-01-06T17:28:52.743Z,true,2023-01-06T17:28:52.890Z,newsletter,everyone,BRIEFLY NOTED: For 2022-01-06 Fr,Things þt Went Whizzing by: CONDITION: BLS Employment Report. MUST-READ: Lauren Boebert! ONE IMAGE: The Schumpeterian Shifts since 1969: From Industry to ???. ONE AUDIO: Understanding U.S. Inflation..,
94745354.was-there-ever-anything-more-utopian,,false,,newsletter,only_paid,,,
94449519.is-by-noah-smith-may-well-be-better,2023-01-05T00:40:39.486Z,true,2023-01-05T00:40:39.630Z,newsletter,everyone,"Þis by Noah Smith May Well Be Better þan Anything I Read in All 2022, & BRIEFLY NOTED","CONDITION: Nearby “Bomb Cyclone”. I would say not “three magics”, ending with large-scale sparse regression & classification, but five—and maybe six: eye-hand-brain, language, writing, gift-exchange..",
93737993.e-deceptive-thucydides-trap-and-briefly,2023-01-02T16:37:19.777Z,true,2023-01-02T16:37:19.888Z,newsletter,everyone,"Þe Deceptive ""Thucydides Trap"", & BRIEFLY NOTED",For 2023-01-02 Mo,
93562223.creeping-academic-idiocyacademic,2023-01-01T19:25:41.370Z,true,2023-01-01T19:25:41.467Z,newsletter,everyone,"Creeping Academic Idiocy—Academic Freedom Edition, & BRIEFLY NOTED ",For 2023-01-01 Su,
93379144.thinking-about-adam-toozes-take-on,2022-12-31T15:50:11.625Z,true,2022-12-31T15:50:11.772Z,newsletter,everyone,"Thinking About Adam Tooze’s Take on þe Absolute Decline of Britain, & BRIEFLY NOTED",For 2022-12-31 Sa,
93210725.briefly-noted-for-2022-12-27-tu,2022-12-27T16:23:54.679Z,true,,newsletter,everyone,BRIEFLY NOTED: For 2022-12-27 Tu,Things Þt Went Whizzing by...,
93015409.2022-12-28-we,2022-12-28T15:16:12.535Z,true,2022-12-28T15:16:12.661Z,newsletter,everyone,"Why Oh Why Can’t We Have a Better Press Corps?: Yet Another Semafor/New York Times Edition, & BRIEFLY NOTED",For 2022-12-28 We,
92863037.happy-new-year,2022-12-31T17:23:58.371Z,true,2022-12-31T17:23:58.503Z,newsletter,founding,Happy New Year!,2022-12-31,
92843215.merry-christmas-everyone,2022-12-25T14:42:02.555Z,true,,newsletter,everyone,"Merry Christmas, Everyone!",Microblogging: Stable Diffusion is trying its best...,
92842053.microblogging,2022-12-25T14:29:01.685Z,true,,newsletter,everyone,"MICROBLOGGING: Were I McCarthy, I would move to elect by plurality, & see what happens...","From þe Chat, & of þe Moment...",
92576446.briefly-noted-for-2022-12-24-sa,2022-12-24T17:23:26.562Z,true,2022-12-24T17:23:26.667Z,newsletter,everyone,BRIEFLY NOTED: For 2022-12-24 Sa,Things Þt Went Whizzing by...,
92499282.a-high-five-for-team-the-fed-has,2022-12-24T14:45:32.071Z,true,2022-12-24T14:45:32.196Z,newsletter,only_paid,A High Five for Team The-Fed-Has-Got-This,A draft of a column for Project Syndicate,
92491533.briefly-noted-for-2022-12-23-fr,2022-12-23T14:13:29.531Z,true,,newsletter,everyone,BRIEFLY NOTED: For 2022-12-23 Fr,Things Þt Went Whizzing by...,
92490425.do-buzzwords-attack-and-briefly-noted,2022-12-27T15:57:35.215Z,true,2022-12-27T15:57:35.413Z,newsletter,everyone,Do Buzzwords Attack?,2022-12-27 Tu,
92319640.briefly-noted-for-2022-12-22-th,2022-12-22T17:35:58.062Z,true,,newsletter,everyone,BRIEFLY NOTED: For 2022-12-22 Th,Things Þt Went Whizzing by...,
92318609.briefly-noted-for-2022-12-21-we,2022-12-22T17:32:30.246Z,true,,newsletter,everyone,BRIEFLY NOTED: For 2022-12-21 We,Things Þt Went Whizzing by...,
92309677.perhaps-some-stochastic-parrots-are,2022-12-23T13:49:48.467Z,true,2022-12-23T13:49:48.611Z,newsletter,everyone,Perhaps Stochastic Parrots Are Somewhat Intentional?,For 2022-12-23 Fr,
91889477.when-will-interest-rates-stop-rising,2022-12-21T16:40:16.874Z,true,2022-12-21T16:40:16.957Z,newsletter,everyone,When Will Interest Rates Stop Rising? Now Would Be Good,For 2022-12-21 We,
91889459.briefly-noted,,false,,newsletter,only_paid,,,
91871329.podcast-hexapodia-is-e-key-insight-f4b,2022-12-20T15:35:04.031Z,true,2022-12-20T15:35:04.140Z,podcast,everyone,"PODCAST: “Hexapodia” is þe Key Insight! XLV: Information Goods & þe Measurement of Economic Growth, wiþ Special Guest John Quiggin","Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Semi-Weekly; Aspirationally an hour or less.",
91711732.once-again-far-left-meets-far-right,2022-12-22T17:14:33.517Z,true,2022-12-22T17:14:33.634Z,newsletter,everyone,"Once Again, Far-Left Meets Far-Right: Adherents to the Party of Killer Robots & Kleptocracy",For 2022-12-22,
91657720.2023-01-07-schumpeter-being-unhinged,,false,,newsletter,only_paid,,,
91110440.2022-12-18-su-chatgpt-is-not-going,2022-12-18T14:58:24.574Z,true,2022-12-18T14:58:24.726Z,newsletter,everyone,"ChatGPT Is NOT Going to Replace Google!, BRIEFLY NOTED",2022-12-18 Su,
91110175.reading-wb-yeats-the-second-coming,2022-12-17T00:29:45.282Z,true,,newsletter,everyone,"READING: W.B. Yeats: “The Second Coming""",January 1919,
91041555.welcome-to-e-new-cold-war-thunderdome,2023-01-03T16:52:59.750Z,true,2023-01-03T16:52:59.980Z,newsletter,everyone,"Welcome to þe New Cold War Thunderdome!, & BRIEFLY NOTED","For 2022-01-03 Tu: “Stopping China’s economic growth” would seem to be a key piece of “maintaining as large of a lead as possible in foundational technologies”, would it not? So I am unhappy. But...",
91034936.contra-vince-reinhart-the-fed-has,2022-12-17T15:51:23.680Z,true,2022-12-17T15:51:23.896Z,newsletter,everyone,"Contra Vince Reinhart: The Fed Has Done Very Well Indeed!, & BRIEFLY NOTED:",For 2022-12-17 Sa,
90933406.lecture-notes-75000-years-of-human,2022-12-15T21:12:25.834Z,true,,newsletter,everyone,DAY 2: LECTURE NOTES: 1.2. Numerical Guesses at þe Quantitative Picture of Long-Run Economic Growth,"Population; average income; issues of measurement; ""technology""; the great stagnation of income levels up to 1870; explosive growth since; population increase and then explosion...",
90923770.e-new-inflation-picture,2022-12-29T14:18:48.827Z,true,2022-12-29T14:18:48.913Z,newsletter,everyone,Þe New Inflation Picture,Project Syndicate Column: For 2022-12-29,
90738665.in-which-long-time-netizen-and-programmer,2022-12-15T01:14:42.279Z,true,2022-12-15T01:14:42.370Z,newsletter,everyone,"In Which Long-Time Netizen & Programmer-at-Arms Dave Winer Records a Podcast for Me, Personally",2022-12-15 Th,
90710492.reading-noah-smith-interviews-ezra,2022-12-14T21:28:14.854Z,true,,newsletter,everyone,READING: Noah Smith Interviews Ezra Klein,2022-12-14 We,
90514456.small-people-dealing-wi-looming-fascism,2022-12-14T00:52:58.491Z,true,2022-12-14T00:52:58.639Z,newsletter,everyone,"Small People Dealing wiþ Looming Fascism, BRIEFLY NOTED ",For 2022-12-13 Tu,
90514273.draft-2022-12-13-tu-time-magazine,,false,,newsletter,only_paid,,,
90191947.reading-friedrich-engels-socialism,2022-12-12T16:19:09.074Z,true,,newsletter,everyone,READING: Friedrich Engels: “Socialism: Utopian & Scientific”: Chapter 3,1880: Historical Materialism,
90022401.lecture-notes-75000-years-of-human-7f5,2022-12-16T14:45:43.040Z,true,2022-12-16T14:45:43.410Z,newsletter,everyone,"LECTURE NOTES: 75,000 Years of Human Population & Average Income, & BRIEFLY NOTED",For 2022-12-16 Fr,
89988828.introduction-to-history-of-economic,2022-12-11T15:26:08.211Z,true,,newsletter,everyone,DAY 1: LECTURE NOTES: 1. Introduction: 1.1. Five Questions Surrounding the Identification of 1870 as the Hinge of History,DRAFT lecture notes for the spring 2023 instantiation of UC Berkeley Econ 135: The History of Economic Growth: Summarizing the history of economic growthThe lack of “economic growth” before 1870. F...,
89902584.reading-will-macaskills-what-we-owe,2022-12-11T14:22:17.940Z,true,2022-12-11T14:22:18.060Z,newsletter,everyone,"Reading Will MacAskill’s What We Owe the Future, & BRIEFLY NOTED", For 2022-12-11 Su,
89804629.stewpot-for-135,,false,,newsletter,only_paid,,,
89616937.vienna-as-e-crossroads,2022-12-09T14:14:17.754Z,true,,newsletter,everyone,Vienna as þe Crossroads...,A note from John Crespi...,
89604888.podcast-hexapodia-is-e-key-insight-7dd,2022-12-09T13:37:29.083Z,true,2022-12-09T13:37:29.271Z,podcast,everyone,"PODCAST: ""Hexapodia"" is þe Key Insight! XLIV: R&D & Industrial Resarch Labs","Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Pseudo-Weekly; Aspirationally an hour or less.",
89472859.industrial-strategy-for-a-rich-leading,2022-12-14T18:57:18.173Z,true,2022-12-14T18:57:18.305Z,newsletter,everyone,"Industrial Strategy for a Rich, Leading-Edge, Economy, & BRIEFLY NOTED ",For 2022-12-14 We,
89431354.review-john-guiggin-reviews-slouching,2022-12-08T16:45:34.391Z,true,,newsletter,everyone,REVIEW: John Quiggin Reviews “Slouching Towards Utopia” & “The Chile Project”,"My book, & Sebastian Edwards’s book...",
89425004.john-quiggin-on-e-end-of-neoliberalism,2022-12-12T14:59:25.896Z,true,2022-12-12T14:59:26.097Z,newsletter,everyone,"John Quiggin on þe End of Neoliberalism, & BRIEFLY NOTED:",For 2022-12-12 Mo,
89294367.podcast-sidwell-friends-school,2022-12-08T00:21:48.007Z,true,,newsletter,everyone,PODCAST: Sidwell Friends School,2022-11-30,
89239776.e-washington-post-decides-t-it-no,2022-12-08T15:12:23.518Z,true,2022-12-08T15:12:23.696Z,newsletter,everyone,"Þe ""Washington Post"" Decides Þt It No Longer Has to Fear þe Blogosphere. Do Hijinks Ensue?, & BRIEFLY NOTED",,
89196038.e-forlorn-hope-t-was-voxcom-and-briefly,2022-12-07T23:32:36.617Z,true,2022-12-07T23:32:37.013Z,newsletter,everyone,"Þe Forlorn Hope Þt Was Vox.com, & BRIEFLY NOTED",For 2022-12-07 We,
88855639.while-we-were-living-our-lives-the,2022-12-06T16:33:14.047Z,true,2022-12-06T16:33:14.247Z,newsletter,everyone,"While We Were Living Our Lives, the Cyberpunk Future Became Our Present, & BRIEFLY NOTED",For 2022-12-06 Tu,
88628600.i-am-on-tracy-alloway-and-joe-weisenthals,2022-12-05T16:24:11.132Z,true,2022-12-05T16:24:11.231Z,newsletter,everyone," I Am on Tracy Alloway & Joe Weisenthal’s Great Odd Lots Podcast This AM!, & BRIEFLY NOTED",For 2022-12-05 Mo,
88424501.twitter-on-fire-and-briefly-noted,2022-12-16T19:40:37.741Z,true,2022-12-16T19:40:37.902Z,newsletter,everyone,"Twitter on Fire!, & BRIEFLY NOTED ",For 2022-12-16b Fr,
88286749.but-gdp-is-the-palpable-economy-aggregated,2022-12-03T15:57:54.365Z,true,2022-12-03T15:57:54.525Z,newsletter,everyone,"But GDP Is the Palpable Economy Aggregated!, & BRIEFLY NOTED",For 2022-12-03 Sa,
88011756.review-by-matt-klein-of-slouching,2022-12-01T14:45:16.392Z,true,,newsletter,everyone,"REVIEW by Matt Klein of ""Slouching Towards Utopia""",,
88008867.matt-klein-has-a-very-nice-review,2022-12-01T16:05:30.821Z,true,2022-12-01T16:05:31.008Z,newsletter,everyone,Matt Klein Has a Very Nice Review & Critique of Slouching Towards Utopia,"& so I, once again, go **blush**… The book and I have many friends...",
87772565.inequality-continues-to-flummox-us,2022-11-30T14:33:39.835Z,true,2022-11-30T14:33:39.975Z,newsletter,everyone,Inequality Continues to Flummox Us: The 2022 U.C. Berkeley Stone Lecture,Delivered Virtually 2022-11-29 Tu,
87770305.stone-lecture-inequality-continues,2022-11-30T14:27:41.279Z,true,,newsletter,everyone,Stone Lecture: Inequality Continues to Flummox Us...,"As Prepared for Delivery: A meditation on “Slouching Towards Utopia""",
87420371.reading-edmund-wilson-on-leon-trotsky,2022-11-28T22:11:57.072Z,true,,newsletter,everyone,READING: Edmund Wilson on Leon Trotsky,"From “To the Finland Station: A Study in the Writing & Acting of History"" ",
87179255.possible-introduction-to-history,2022-12-10T14:53:42.590Z,true,2022-12-10T14:53:42.688Z,newsletter,everyone,"Possible? Introduction to “History of Economic Growth”, & BRIEFLY NOTED ",For 2022-12-10 Sa,
86631223.old-style-blogging-should-be-new,2022-11-27T14:29:02.978Z,true,2022-11-27T14:29:03.194Z,newsletter,everyone,"Old-Style Blogging Should Be New Again!, & BRIEFLY NOTED",For 2022-11-27 Su,
86452127.ey-knew-ey-were-pilgrimes-and-looked,2022-11-24T17:27:30.680Z,true,2022-11-24T17:27:30.907Z,newsletter,everyone,"“Þey Knew Þey Were Pilgrimes, & Looked Not Much on Þose things, But Lift Up Þeir Hyes to þe heavens, Þeir Dearest Cuntrie…”, & BRIEFLY NOTED",For 2022-11-24 Th,
86385206.the-roosevelt-institute-new-republic,2022-11-23T17:06:00.170Z,true,2022-11-23T17:06:00.440Z,newsletter,everyone,"The Roosevelt Institute-New Republic Felicia Wong-Michael Tomasky “How to Save a Country” Podcast, & BRIEFLY NOTED",For 2022-11-23 We,
85951954.grey-area-podcast-wi-host-sean-illing,2022-11-22T14:11:03.771Z,true,2022-11-22T14:11:04.375Z,newsletter,everyone,"Grey Area Podcast wiþ Host Sean Illing, & BRIEFLY NOTED",For 2022-11-22 Tu,
85910659.another-excellent-and-thoughtful,2022-11-21T15:47:08.181Z,true,2022-11-21T15:47:08.485Z,newsletter,everyone,"Another Excellent & Thoughtful Review of Slouching: Adam Gurri, & BRIEFLY NOTED",For 2022-11-21 Su,
85633405.in-which-i-quibble-wi-paul-krugman,2022-11-21T00:46:21.389Z,true,2022-11-21T00:46:21.578Z,newsletter,everyone," In Which I Quibble wiþ Paul Krugman, &",BRIEFLY NOTED: For 2022-11-20 Su,
85158245.podcast-hexapodia-is-e-key-insight-02f,2022-11-17T15:59:55.919Z,true,2022-11-17T15:59:56.369Z,podcast,everyone,"PODCAST: ""Hexapodia"" is þe Key Insight! XLIII: Crypto Fraud! Edition","What did SBF, CE, & company do at FTX-Alameda, anyway? Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Pseudo-Weekly; Aspirationally an hour or less.",
